거래년도,품목분류,품목명,판매금액,수량,할인율,수익금액,거래월
2021,Fashion,Suits,130800,4,0.02,24360,10월
2021,Fashion,Shirts,235200,3,0.02,125040,10월
2021,Fashion,Suits,130800,4,0.02,24360,10월
2021,Fashion,Fossil Watch,190800,5,0.05,47160,10월
2021,Fashion,Shirts,235200,4,0.03,111000,10월
2021,Fashion,Titak watch,273600,5,0.01,163920,10월
2021,Fashion,Formal Shoes,255600,5,0.01,146880,10월
2021,Fashion,Running Shoes,268800,5,0.02,145920,10월
2021,Fashion,Suits,130800,2,0.02,29520,10월
2021,Fashion,Formal Shoes,255600,4,0.03,128880,10월
2021,Fashion,Jeans,261600,4,0.03,134160,10월
2021,Fashion,Sneakers,74400,1,0.04,74400,10월
2021,Fashion,Running Shoes,268800,3,0.04,140520,10월
2021,Fashion,Suits,130800,2,0.01,32160,10월
2021,Fashion,Casula Shoes,146400,3,0.02,41640,10월
2021,Fashion,Fossil Watch,190800,4,0.05,56640,10월
2021,Fashion,Shirts,235200,5,0.05,80400,10월
2021,Fashion,Suits,130800,4,0.03,19080,10월
2021,Fashion,Shirts,235200,1,0.02,134520,10월
2021,Fashion,Sneakers,74400,3,0.02,24840,10월
2021,Fashion,T - Shirts,297600,3,0.02,183720,10월
2021,Fashion,Titak watch,273600,5,0.02,150240,10월
2021,Fashion,Sports Wear,102000,1,0.04,1920,10월
2021,Fashion,Sports Wear,102000,2,0.01,3960,10월
2021,Fashion,Jeans,261600,2,0.05,139440,10월
2021,Fashion,Running Shoes,268800,3,0.01,164760,10월
2021,Fashion,Suits,130800,4,0.03,19080,10월
2021,Fashion,Casula Shoes,146400,2,0.01,47520,10월
2021,Fashion,Titak watch,273600,2,0.05,150240,10월
2021,Fashion,Suits,130800,4,0.03,19080,10월
2021,Fashion,Shirts,235200,3,0.01,132120,10월
2021,Fashion,Casula Shoes,146400,1,0.02,47520,10월
2021,Fashion,Sports Wear,102000,5,0.02,20400,10월
2021,Fashion,Sneakers,74400,1,0.02,74400,10월
2021,Fashion,Sports Wear,102000,2,0.04,51000,10월
2021,Fashion,Suits,130800,5,0.01,28320,10월
2021,Fashion,Jeans,261600,3,0.05,126360,10월
2021,Fashion,Jeans,261600,2,0.03,149880,10월
2021,Fashion,T - Shirts,297600,1,0.05,186720,10월
2021,Fashion,Casula Shoes,146400,5,0.01,43080,10월
2021,Fashion,T - Shirts,297600,3,0.03,174840,10월
2021,Fashion,Sports Wear,102000,3,0.01,3000,10월
2021,Fashion,Titak watch,273600,1,0.03,169440,10월
2021,Fashion,Sports Wear,102000,5,0.02,20400,10월
2021,Fashion,Casula Shoes,146400,1,0.02,47520,10월
2021,Fashion,Running Shoes,268800,5,0.05,105600,10월
2021,Fashion,Formal Shoes,255600,3,0.02,144240,10월
2021,Fashion,Sneakers,74400,3,0.04,24840,10월
2021,Fashion,Running Shoes,268800,5,0.01,159360,10월
2021,Fashion,Formal Shoes,255600,3,0.02,144240,10월
2021,Fashion,Jeans,261600,5,0.03,126360,10월
2021,Fashion,Jeans,261600,1,0.05,152520,10월
2021,Fashion,Running Shoes,268800,5,0.01,159360,10월
2021,Fashion,Sneakers,74400,2,0.02,37200,10월
2021,Fashion,Casula Shoes,146400,1,0.01,48960,10월
2021,Fashion,Shirts,235200,4,0.03,111000,10월
2021,Fashion,Running Shoes,268800,3,0.04,140520,10월
2021,Fashion,Fossil Watch,190800,4,0.05,56640,10월
2021,Fashion,Sneakers,74400,2,0.05,37200,10월
2021,Fashion,Jeans,261600,3,0.02,149880,10월
2021,Fashion,Running Shoes,268800,2,0.01,167400,10월
2021,Fashion,Sports Wear,102000,3,0.03,33960,10월
2021,Fashion,Suits,130800,4,0.03,19080,10월
2021,Fashion,T - Shirts,297600,2,0.03,183720,10월
2021,Fashion,Sneakers,74400,4,0.01,18600,10월
2021,Fashion,Shirts,235200,5,0.01,127440,10월
2021,Fashion,Fossil Watch,190800,3,0.01,89040,10월
2021,Fashion,Casula Shoes,146400,1,0.04,44520,10월
2021,Fashion,Sports Wear,102000,4,0.04,25560,10월
2021,Fashion,T - Shirts,297600,1,0.02,195600,10월
2021,Fashion,Formal Shoes,255600,4,0.01,149400,10월
2021,Fashion,Titak watch,273600,3,0.03,153000,10월
2021,Fashion,Fossil Watch,190800,5,0.02,75720,10월
2021,Fashion,Formal Shoes,255600,2,0.03,144240,10월
2021,Fashion,Suits,130800,3,0.04,19080,10월
2021,Fashion,Casula Shoes,146400,4,0.04,27000,10월
2021,Fashion,Sports Wear,102000,5,0.02,20400,10월
2021,Fashion,Sneakers,74400,3,0.01,24840,10월
2021,Fashion,T - Shirts,297600,3,0.04,165840,10월
2021,Fashion,Running Shoes,268800,2,0.03,156720,10월
2021,Fashion,Sneakers,74400,1,0.04,74400,10월
2021,Fashion,Casula Shoes,146400,5,0.05,13800,10월
2021,Fashion,Fossil Watch,190800,4,0.03,71880,10월
2021,Fashion,Shirts,235200,1,0.03,132120,10월
2021,Fashion,Shirts,235200,3,0.02,125040,10월
2021,Fashion,Formal Shoes,255600,5,0.01,146880,10월
2021,Fashion,Jeans,261600,1,0.02,160320,10월
2021,Fashion,T - Shirts,297600,4,0.01,189720,10월
2021,Fashion,Sports Wear,102000,3,0.02,33960,10월
2021,Fashion,Casula Shoes,146400,5,0.01,43080,10월
2021,Fashion,Sneakers,74400,5,0.05,14880,10월
2021,Fashion,Formal Shoes,255600,1,0.01,157080,10월
2021,Fashion,Sports Wear,102000,2,0.05,51000,10월
2021,Fashion,Formal Shoes,255600,3,0.04,128880,10월
2021,Home & Furniture,Curtains,40800,3,0.05,13560,10월
2021,Fashion,Fossil Watch,190800,5,0.04,56640,10월
2021,Home & Furniture,Dinner Crockery,159600,3,0.04,44400,10월
2021,Home & Furniture,Shoe Rack,148800,5,0.03,30480,10월
2021,Home & Furniture,Dinning Tables,142800,3,0.01,42480,10월
2021,Home & Furniture,Dinning Tables,142800,3,0.02,38280,10월
2021,Home & Furniture,Bed Sheets,253200,2,0.03,141960,10월
2021,Home & Furniture,Dinning Tables,142800,5,0.03,25440,10월
2021,Fashion,Formal Shoes,255600,5,0.04,108480,10월
2021,Fashion,Shirts,235200,4,0.03,111000,10월
2021,Home & Furniture,Bed Sheets,253200,5,0.04,106560,10월
2021,Home & Furniture,Sofas,80400,4,0.03,20160,10월
2021,Home & Furniture,Umbrellas,84000,5,0.05,16800,10월
2021,Fashion,Fossil Watch,190800,5,0.04,56640,10월
2021,Fashion,Casula Shoes,146400,5,0.04,21120,10월
2021,Home & Furniture,Towels,273600,5,0.01,163920,10월
2021,Home & Furniture,Bed Sheets,253200,4,0.05,106560,10월
2021,Fashion,T - Shirts,297600,2,0.02,189720,10월
2021,Fashion,Sneakers,74400,3,0.01,24840,10월
2021,Home & Furniture,Sofas,80400,3,0.02,26760,10월
2021,Home & Furniture,Bed Sheets,253200,1,0.02,152160,10월
2021,Home & Furniture,Dinning Tables,142800,1,0.02,43920,10월
2021,Home & Furniture,Dinning Tables,142800,3,0.01,42480,10월
2021,Home & Furniture,Curtains,40800,3,0.05,13560,10월
2021,Fashion,Suits,130800,5,0.04,8640,10월
2021,Home & Furniture,Towels,273600,5,0.03,136560,10월
2021,Home & Furniture,Sofas,80400,4,0.01,20160,10월
2021,Home & Furniture,Towels,273600,3,0.05,136560,10월
2021,Home & Furniture,Sofas,80400,4,0.03,20160,10월
2021,Home & Furniture,Sofas,80400,2,0.03,40200,10월
2021,Fashion,Sneakers,74400,2,0.01,37200,10월
2021,Home & Furniture,Towels,273600,3,0.02,161160,10월
2021,Home & Furniture,Towels,273600,2,0.03,161160,10월
2021,Fashion,Shirts,235200,4,0.04,101520,10월
2021,Home & Furniture,Sofa Covers,259200,5,0.05,98400,10월
2021,Home & Furniture,Dinning Tables,142800,4,0.04,24000,10월
2021,Fashion,Titak watch,273600,1,0.04,166680,10월
2021,Home & Furniture,Beds,93600,1,0.05,93600,10월
2021,Home & Furniture,Sofas,80400,3,0.05,26760,10월
2021,Fashion,Sports Wear,102000,1,0.03,3000,10월
2021,Home & Furniture,Dinning Tables,142800,5,0.01,39720,10월
2021,Home & Furniture,Curtains,40800,1,0.01,40800,10월
2021,Fashion,Running Shoes,268800,5,0.04,119040,10월
2021,Home & Furniture,Dinning Tables,142800,5,0.02,32520,10월
2021,Fashion,Formal Shoes,255600,1,0.05,146880,10월
2021,Fashion,Formal Shoes,255600,4,0.03,128880,10월
2021,Fashion,Shirts,235200,5,0.05,80400,10월
2021,Fashion,T - Shirts,297600,4,0.02,177840,10월
2021,Home & Furniture,Dinner Crockery,159600,5,0.02,47640,10월
2021,Home & Furniture,Dinner Crockery,159600,4,0.04,38040,10월
2021,Home & Furniture,Beds,93600,3,0.02,31200,10월
2021,Fashion,Fossil Watch,190800,5,0.01,85320,10월
2021,Home & Furniture,Shoe Rack,148800,4,0.02,40920,10월
2021,Home & Furniture,Umbrellas,84000,3,0.02,27960,10월
2021,Home & Furniture,Shoe Rack,148800,4,0.02,40920,10월
2021,Home & Furniture,Bed Sheets,253200,1,0.05,144600,10월
2021,Fashion,Casula Shoes,146400,2,0.03,41640,10월
2021,Home & Furniture,Curtains,40800,2,0.03,20400,10월
2021,Home & Furniture,Shoe Rack,148800,5,0.02,37920,10월
2021,Home & Furniture,Umbrellas,84000,5,0.05,16800,10월
2021,Home & Furniture,Sofas,80400,4,0.01,20160,10월
2021,Home & Furniture,Towels,273600,4,0.04,133800,10월
2021,Home & Furniture,Dinning Tables,142800,4,0.04,24000,10월
2021,Fashion,Casula Shoes,146400,5,0.05,13800,10월
2021,Home & Furniture,Curtains,40800,5,0.03,8160,10월
2021,Fashion,Running Shoes,268800,2,0.01,167400,10월
2021,Fashion,Formal Shoes,255600,5,0.04,108480,10월
2021,Fashion,T - Shirts,297600,1,0.02,195600,10월
2021,Home & Furniture,Towels,273600,4,0.02,155760,10월
2021,Home & Furniture,Shoe Rack,148800,5,0.01,45360,10월
2021,Fashion,Titak watch,273600,2,0.02,166680,10월
2021,Home & Furniture,Sofas,80400,1,0.03,80400,10월
2021,Home & Furniture,Dinner Crockery,159600,3,0.04,44400,10월
2021,Fashion,Sports Wear,102000,1,0.04,1920,10월
2021,Home & Furniture,Dinner Crockery,159600,2,0.02,57240,10월
2021,Home & Furniture,Umbrellas,84000,3,0.02,27960,10월
2021,Home & Furniture,Shoe Rack,148800,2,0.01,49800,10월
2021,Fashion,Fossil Watch,190800,2,0.05,75720,11월
2021,Fashion,Shirts,235200,4,0.03,111000,11월
2021,Fashion,Suits,130800,1,0.05,28320,11월
2021,Fashion,T - Shirts,297600,3,0.05,156960,11월
2021,Electronic,Mouse,133200,2,0.01,34560,11월
2021,Fashion,Suits,130800,5,0.01,28320,11월
2021,Home & Furniture,Umbrellas,84000,5,0.03,16800,11월
2021,Fashion,Shirts,235200,5,0.02,115680,11월
2021,Home & Furniture,Sofa Covers,259200,2,0.05,137280,11월
2021,Home & Furniture,Dinner Crockery,159600,2,0.05,47640,11월
2021,Auto & Accessories,Tyre,300000,5,0.04,144000,11월
2021,Home & Furniture,Curtains,40800,2,0.05,20400,11월
2021,Home & Furniture,Shoe Rack,148800,3,0.05,30480,11월
2021,Home & Furniture,Dinner Crockery,159600,4,0.01,57240,11월
2021,Fashion,Sports Wear,102000,5,0.05,20400,11월
2021,Fashion,Running Shoes,268800,4,0.02,151320,11월
2021,Fashion,Titak watch,273600,2,0.03,161160,11월
2021,Fashion,Suits,130800,3,0.05,15240,11월
2021,Home & Furniture,Dinner Crockery,159600,5,0.02,47640,11월
2021,Auto & Accessories,Bike Tyres,86400,5,0.02,17280,11월
2021,Fashion,Titak watch,273600,1,0.05,163920,11월
2021,Fashion,Titak watch,273600,1,0.03,169440,11월
2021,Fashion,Running Shoes,268800,4,0.01,162000,11월
2021,Electronic,Iron,266400,3,0.04,138480,11월
2021,Auto & Accessories,Car Mat,64800,5,0.05,12960,11월
2021,Fashion,Titak watch,273600,5,0.04,122880,11월
2021,Fashion,Formal Shoes,255600,2,0.05,134040,11월
2021,Fashion,Formal Shoes,255600,1,0.04,149400,11월
2021,Home & Furniture,Shoe Rack,148800,2,0.03,43920,11월
2021,Fashion,Suits,130800,3,0.02,27000,11월
2021,Fashion,Running Shoes,268800,5,0.01,159360,11월
2021,Fashion,Running Shoes,268800,5,0.01,159360,11월
2021,Fashion,Sneakers,74400,4,0.05,18600,11월
2021,Fashion,Suits,130800,4,0.04,13920,11월
2021,Fashion,Suits,130800,3,0.03,23040,11월
2021,Fashion,Sneakers,74400,1,0.02,74400,11월
2021,Home & Furniture,Curtains,40800,1,0.01,40800,11월
2021,Auto & Accessories,Tyre,300000,2,0.03,186000,11월
2021,Fashion,Casula Shoes,146400,1,0.04,44520,11월
2021,Fashion,Shirts,235200,5,0.04,92160,11월
2021,Fashion,Casula Shoes,146400,3,0.01,45960,11월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,3,0.02,164520,11월
2021,Fashion,Jeans,261600,2,0.01,160320,11월
2021,Home & Furniture,Beds,93600,4,0.03,23400,11월
2021,Home & Furniture,Beds,93600,5,0.04,18720,11월
2021,Fashion,Shirts,235200,5,0.02,115680,11월
2021,Electronic,Tablet,238800,4,0.04,104640,11월
2021,Electronic,Mouse,133200,1,0.01,35880,11월
2021,Fashion,Jeans,261600,5,0.04,113280,11월
2021,Fashion,Formal Shoes,255600,1,0.04,149400,11월
2021,Fashion,Suits,130800,1,0.04,29520,11월
2021,Fashion,Casula Shoes,146400,2,0.05,35760,11월
2021,Fashion,Suits,130800,3,0.01,30840,11월
2021,Home & Furniture,Beds,93600,5,0.02,18720,11월
2021,Auto & Accessories,Tyre,300000,5,0.02,174000,11월
2021,Auto & Accessories,Car Speakers,253200,5,0.01,144600,11월
2021,Fashion,Fossil Watch,190800,4,0.02,79560,11월
2021,Home & Furniture,Umbrellas,84000,4,0.04,21000,11월
2021,Home & Furniture,Dinner Crockery,159600,4,0.04,38040,11월
2021,Electronic,Speakers,156000,1,0.03,55320,11월
2021,Home & Furniture,Umbrellas,84000,5,0.01,16800,11월
2021,Fashion,Jeans,261600,4,0.05,113280,11월
2021,Fashion,Jeans,261600,3,0.05,126360,11월
2021,Home & Furniture,Bed Sheets,253200,3,0.05,119280,11월
2021,Home & Furniture,Dinning Tables,142800,3,0.01,42480,11월
2021,Electronic,LCD,78000,5,0.03,15600,11월
2021,Auto & Accessories,Car Body Covers,140400,4,0.05,16320,11월
2021,Fashion,Fossil Watch,190800,2,0.02,87120,11월
2021,Fashion,Running Shoes,268800,3,0.05,132480,11월
2021,Electronic,Tablet,238800,2,0.04,123720,11월
2021,Fashion,Titak watch,273600,4,0.03,144720,11월
2021,Fashion,Fossil Watch,190800,4,0.04,64320,11월
2021,Fashion,Jeans,261600,4,0.03,134160,11월
2021,Auto & Accessories,Car Seat Covers,136800,1,0.03,36720,11월
2021,Fashion,T - Shirts,297600,3,0.05,156960,11월
2021,Electronic,Iron,266400,5,0.03,130440,11월
2021,Fashion,Sports Wear,102000,5,0.03,20400,11월
2021,Fashion,T - Shirts,297600,5,0.05,127200,11월
2021,Fashion,Formal Shoes,255600,5,0.04,108480,11월
2021,Fashion,Fossil Watch,190800,1,0.04,87120,11월
2021,Fashion,Fossil Watch,190800,2,0.01,90960,11월
2021,Fashion,Fossil Watch,190800,5,0.04,56640,11월
2021,Home & Furniture,Dinner Crockery,159600,4,0.04,38040,11월
2021,Fashion,Shirts,235200,4,0.04,101520,11월
2021,Fashion,Formal Shoes,255600,3,0.04,128880,11월
2021,Fashion,Running Shoes,268800,3,0.05,132480,11월
2021,Fashion,Sneakers,74400,1,0.05,74400,11월
2021,Fashion,Formal Shoes,255600,1,0.03,151920,11월
2021,Home & Furniture,Dinner Crockery,159600,2,0.02,57240,11월
2021,Fashion,Titak watch,273600,1,0.04,166680,11월
2021,Auto & Accessories,Car Mat,64800,5,0.04,12960,11월
2021,Fashion,Fossil Watch,190800,4,0.01,87120,11월
2021,Fashion,Jeans,261600,1,0.04,155160,11월
2021,Fashion,Jeans,261600,5,0.03,126360,11월
2021,Auto & Accessories,Car Mat,64800,2,0.02,32400,11월
2021,Auto & Accessories,Tyre,300000,1,0.05,189000,11월
2021,Fashion,Sports Wear,102000,3,0.02,33960,11월
2021,Home & Furniture,Towels,273600,2,0.02,166680,11월
2021,Fashion,Shirts,235200,5,0.02,115680,11월
2021,Home & Furniture,Towels,273600,3,0.01,169440,11월
2021,Fashion,Sports Wear,102000,1,0.01,5040,11월
2021,Fashion,Running Shoes,268800,2,0.05,145920,11월
2021,Fashion,Jeans,261600,5,0.04,113280,11월
2021,Home & Furniture,Sofa Covers,259200,2,0.01,158040,11월
2021,Home & Furniture,Shoe Rack,148800,2,0.04,40920,11월
2021,Home & Furniture,Dinning Tables,142800,2,0.03,38280,11월
2021,Fashion,Titak watch,273600,5,0.01,163920,11월
2021,Auto & Accessories,Tyre,300000,5,0.04,144000,11월
2021,Fashion,Casula Shoes,146400,2,0.02,44520,11월
2021,Fashion,Jeans,261600,1,0.02,160320,11월
2021,Auto & Accessories,Car Body Covers,140400,1,0.04,38760,11월
2021,Auto & Accessories,Car & Bike Care,141600,1,0.02,42720,11월
2021,Home & Furniture,Shoe Rack,148800,1,0.04,46800,11월
2021,Auto & Accessories,Car Mat,64800,4,0.05,16200,11월
2021,Fashion,Titak watch,273600,2,0.04,155760,11월
2021,Fashion,Shirts,235200,5,0.05,80400,11월
2021,Auto & Accessories,Car Mat,64800,3,0.03,21600,11월
2021,Fashion,Titak watch,273600,4,0.05,122880,11월
2021,Fashion,T - Shirts,297600,4,0.03,165840,11월
2021,Fashion,Fossil Watch,190800,3,0.03,77640,11월
2021,Auto & Accessories,Car Mat,64800,3,0.05,21600,11월
2021,Auto & Accessories,Car Body Covers,140400,2,0.02,38760,11월
2021,Home & Furniture,Beds,93600,3,0.05,31200,11월
2021,Auto & Accessories,Car Media Players,168000,1,0.03,66960,11월
2021,Home & Furniture,Bed Sheets,253200,1,0.05,144600,11월
2021,Fashion,Fossil Watch,190800,2,0.03,83400,11월
2021,Auto & Accessories,Car Media Players,168000,3,0.04,51840,11월
2021,Fashion,Fossil Watch,190800,2,0.04,79560,11월
2021,Home & Furniture,Beds,93600,3,0.05,31200,11월
2021,Fashion,Formal Shoes,255600,2,0.02,149400,11월
2021,Fashion,T - Shirts,297600,2,0.05,171840,11월
2021,Fashion,Shirts,235200,1,0.03,132120,11월
2021,Fashion,T - Shirts,297600,4,0.04,153960,11월
2021,Fashion,Jeans,261600,4,0.05,113280,11월
2021,Fashion,Jeans,261600,1,0.04,155160,11월
2021,Fashion,Titak watch,273600,5,0.03,136560,11월
2021,Auto & Accessories,Car Body Covers,140400,4,0.02,33120,11월
2021,Home & Furniture,Dinning Tables,142800,2,0.01,43920,11월
2021,Fashion,Fossil Watch,190800,5,0.04,56640,11월
2021,Fashion,T - Shirts,297600,1,0.04,189720,11월
2021,Auto & Accessories,Car & Bike Care,141600,1,0.03,41400,11월
2021,Fashion,Running Shoes,268800,3,0.03,148560,11월
2021,Fashion,Sneakers,74400,3,0.01,24840,11월
2021,Home & Furniture,Sofa Covers,259200,5,0.04,111360,11월
2021,Home & Furniture,Dinning Tables,142800,5,0.03,25440,11월
2021,Fashion,Shirts,235200,4,0.01,129840,11월
2021,Auto & Accessories,Car Speakers,253200,3,0.05,119280,11월
2021,Home & Furniture,Sofas,80400,4,0.04,20160,11월
2021,Home & Furniture,Dinner Crockery,159600,2,0.02,57240,11월
2021,Fashion,T - Shirts,297600,1,0.04,189720,11월
2021,Home & Furniture,Beds,93600,1,0.05,93600,11월
2021,Fashion,Suits,130800,4,0.02,24360,11월
2021,Fashion,Titak watch,273600,1,0.02,172080,11월
2021,Auto & Accessories,Car Media Players,168000,3,0.05,46800,11월
2021,Fashion,Fossil Watch,190800,2,0.04,79560,11월
2021,Fashion,T - Shirts,297600,3,0.02,183720,11월
2021,Home & Furniture,Dinning Tables,142800,3,0.03,33960,11월
2021,Home & Furniture,Towels,273600,4,0.03,144720,11월
2021,Fashion,Fossil Watch,190800,3,0.02,83400,11월
2021,Fashion,Formal Shoes,255600,5,0.01,146880,11월
2021,Fashion,Fossil Watch,190800,4,0.03,71880,11월
2021,Home & Furniture,Towels,273600,1,0.04,166680,11월
2021,Auto & Accessories,Car Body Covers,140400,5,0.01,37440,11월
2021,Home & Furniture,Curtains,40800,3,0.05,13560,11월
2021,Fashion,Sneakers,74400,3,0.05,24840,11월
2021,Fashion,T - Shirts,297600,3,0.05,156960,11월
2021,Fashion,Running Shoes,268800,3,0.03,148560,11월
2021,Fashion,Sports Wear,102000,4,0.01,1920,11월
2021,Fashion,Titak watch,273600,1,0.04,166680,11월
2021,Fashion,Fossil Watch,190800,4,0.05,56640,11월
2021,Home & Furniture,Bed Sheets,253200,3,0.03,134400,11월
2021,Fashion,Sports Wear,102000,5,0.05,20400,11월
2021,Fashion,Casula Shoes,146400,5,0.02,35760,11월
2021,Fashion,Suits,130800,3,0.01,30840,11월
2021,Home & Furniture,Bed Sheets,253200,5,0.04,106560,11월
2021,Home & Furniture,Beds,93600,2,0.02,46800,11월
2021,Fashion,Sports Wear,102000,5,0.02,20400,11월
2021,Fashion,Formal Shoes,255600,4,0.03,128880,11월
2021,Fashion,Formal Shoes,255600,4,0.03,128880,11월
2021,Auto & Accessories,Car Speakers,253200,1,0.04,147120,11월
2021,Home & Furniture,Umbrellas,84000,4,0.03,21000,11월
2021,Fashion,Sneakers,74400,2,0.05,37200,11월
2021,Home & Furniture,Sofa Covers,259200,1,0.02,158040,11월
2021,Fashion,Titak watch,273600,4,0.05,122880,11월
2021,Fashion,Sneakers,74400,1,0.03,74400,11월
2021,Electronic,Keyboard,39600,2,0.04,19800,11월
2021,Fashion,Titak watch,273600,5,0.01,163920,11월
2021,Fashion,Formal Shoes,255600,2,0.03,144240,11월
2021,Electronic,Keyboard,39600,1,0.02,39600,11월
2021,Home & Furniture,Dinner Crockery,159600,4,0.05,31680,11월
2021,Fashion,Shirts,235200,5,0.04,92160,11월
2021,Electronic,Apple Laptop,300000,3,0.04,168000,11월
2021,Fashion,Casula Shoes,146400,3,0.01,45960,11월
2021,Fashion,Jeans,261600,3,0.01,157800,11월
2021,Fashion,Titak watch,273600,5,0.03,136560,11월
2021,Fashion,Formal Shoes,255600,5,0.01,146880,11월
2021,Fashion,Running Shoes,268800,3,0.01,164760,11월
2021,Fashion,Formal Shoes,255600,4,0.05,108480,11월
2021,Fashion,Jeans,261600,1,0.02,160320,11월
2021,Fashion,Running Shoes,268800,1,0.05,159360,11월
2021,Electronic,Tablet,238800,5,0.03,107040,11월
2021,Electronic,Iron,266400,3,0.02,154440,11월
2021,Electronic,Speakers,156000,2,0.04,47520,11월
2021,Fashion,T - Shirts,297600,3,0.05,156960,11월
2021,Home & Furniture,Shoe Rack,148800,3,0.01,48360,11월
2021,Home & Furniture,Bed Sheets,253200,4,0.04,116640,11월
2021,Home & Furniture,Beds,93600,2,0.03,46800,11월
2021,Fashion,Suits,130800,2,0.03,27000,11월
2021,Auto & Accessories,Tyre,300000,4,0.04,156000,11월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,3,0.05,139680,11월
2021,Fashion,Casula Shoes,146400,4,0.04,27000,11월
2021,Fashion,Running Shoes,268800,1,0.03,164760,11월
2021,Fashion,Formal Shoes,255600,4,0.01,149400,11월
2021,Home & Furniture,Curtains,40800,4,0.03,10200,11월
2021,Fashion,Sneakers,74400,5,0.02,14880,11월
2021,Home & Furniture,Curtains,40800,5,0.01,8160,11월
2021,Fashion,Shirts,235200,5,0.05,80400,11월
2021,Home & Furniture,Curtains,40800,3,0.02,13560,11월
2021,Auto & Accessories,Car Media Players,168000,3,0.04,51840,11월
2021,Fashion,T - Shirts,297600,5,0.02,171840,11월
2021,Fashion,Formal Shoes,255600,3,0.01,151920,11월
2021,Fashion,Running Shoes,268800,4,0.02,151320,11월
2021,Home & Furniture,Shoe Rack,148800,1,0.03,48360,11월
2021,Fashion,Fossil Watch,190800,2,0.04,79560,11월
2021,Home & Furniture,Beds,93600,3,0.04,31200,11월
